     2.950000E-014    -1.032463E+002    -0.000000E+000    -0.000000E+000     1.368325E-028    -0.000000E+000    -0.000000E+000
     2.951000E-014    -1.115643E+002    -0.000000E+000    -0.000000E+000    -3.810499E-013    -0.000000E+000    -0.000000E+000
     2.952000E-014    -1.200988E+002    -0.000000E+000    -0.000000E+000    -7.927682E-013    -0.000000E+000    -0.000000E+000
     2.953000E-014    -1.288474E+002    -0.000000E+000    -0.000000E+000    -1.329176E-012    -0.000000E+000    -0.000000E+000
     2.954000E-014    -1.378072E+002    -0.000000E+000    -0.000000E+000    -1.998565E-012    -0.000000E+000    -0.000000E+000
     2.955000E-014    -1.469750E+002    -0.000000E+000    -0.000000E+000    -2.808400E-012    -0.000000E+000    -0.000000E+000
     2.956000E-014    -1.563473E+002    -0.000000E+000    -0.000000E+000    -3.766248E-012    -0.000000E+000    -0.000000E+000
     2.957000E-014    -1.659202E+002    -0.000000E+000    -0.000000E+000    -4.879650E-012    -0.000000E+000    -0.000000E+000
     2.958000E-014    -1.756894E+002    -0.000000E+000    -0.000000E+000    -6.156108E-012    -0.000000E+000    -0.000000E+000
     2.959000E-014    -1.856503E+002    -0.000000E+000    -0.000000E+000    -7.603069E-012    -0.000000E+000    -0.000000E+000
     2.960000E-014    -1.957979E+002    -0.000000E+000    -0.000000E+000    -9.227915E-012    -0.000000E+000    -0.000000E+000
     2.961000E-014    -2.061270E+002    -0.000000E+000    -0.000000E+000    -1.103794E-011    -0.000000E+000    -0.000000E+000
     2.962000E-014    -2.166319E+002    -0.000000E+000    -0.000000E+000    -1.304035E-011    -0.000000E+000    -0.000000E+000
     2.963000E-014    -2.273064E+002    -0.000000E+000    -0.000000E+000    -1.524223E-011    -0.000000E+000    -0.000000E+000
     2.964000E-014    -2.381442E+002    -0.000000E+000    -0.000000E+000    -1.765055E-011    -0.000000E+000    -0.000000E+000
     2.965000E-014    -2.491386E+002    -0.000000E+000    -0.000000E+000    -2.027213E-011    -0.000000E+000    -0.000000E+000
     2.966000E-014    -2.602824E+002    -0.000000E+000    -0.000000E+000    -2.311364E-011    -0.000000E+000    -0.000000E+000
     2.967000E-014    -2.715680E+002    -0.000000E+000    -0.000000E+000    -2.618159E-011    -0.000000E+000    -0.000000E+000
     2.968000E-014    -2.829877E+002    -0.000000E+000    -0.000000E+000    -2.948228E-011    -0.000000E+000    -0.000000E+000
     2.969000E-014    -2.945332E+002    -0.000000E+000    -0.000000E+000    -3.302183E-011    -0.000000E+000    -0.000000E+000
     2.970000E-014    -3.061960E+002    -0.000000E+000    -0.000000E+000    -3.680615E-011    -0.000000E+000    -0.000000E+000
     2.971000E-014    -3.179671E+002    -0.000000E+000    -0.000000E+000    -4.084092E-011    -0.000000E+000    -0.000000E+000
     2.972000E-014    -3.298372E+002    -0.000000E+000    -0.000000E+000    -4.513156E-011    -0.000000E+000    -0.000000E+000
     2.973000E-014    -3.417969E+002    -0.000000E+000    -0.000000E+000    -4.968325E-011    -0.000000E+000    -0.000000E+000
     2.974000E-014    -3.538360E+002    -0.000000E+000    -0.000000E+000    -5.450091E-011    -0.000000E+000    -0.000000E+000
